#auto generated file!
6.0;0.0;0.0;0.0
12.0;0.35714285714285715;0.0;0.0
18.0;7.5;0.25;0.0
24.0;10.178571428571429;1.25;0.0
30.0;16.071428571428573;1.5;0.0
36.0;10.0;0.0;0.0
42.0;21.071428571428573;2.0;0.0
48.0;23.035714285714285;2.0;0.0
54.0;34.82142857142857;1.0;0.0
60.0;25.357142857142858;0.5;0.0
66.0;35.0;1.5;0.0
72.0;32.142857142857146;1.75;0.0
78.0;31.428571428571427;2.0;0.0
84.0;36.785714285714285;2.0;0.0
90.0;32.857142857142854;1.75;0.0
96.0;21.785714285714285;1.5;0.0
102.0;25.0;0.5;0.0
108.0;35.357142857142854;1.0;0.0
114.0;27.142857142857142;0.5;0.0
120.0;33.214285714285715;2.5;0.0
126.0;28.928571428571427;1.5;0.0
132.0;18.571428571428573;1.5;0.0
138.0;28.214285714285715;2.0;0.0
144.0;22.5;0.75;0.0
150.0;20.714285714285715;1.0;0.0
156.0;17.5;0.5;0.0
162.0;17.857142857142858;2.75;0.0
168.0;33.92857142857143;1.5;0.0
174.0;25.0;3.5;0.0
180.0;24.642857142857142;1.5;0.0
186.0;32.142857142857146;0.5;0.0
192.0;22.5;1.75;0.0
198.0;28.75;1.25;0.0
204.0;33.75;1.5;0.0
210.0;24.285714285714285;2.75;0.0
216.0;22.142857142857142;2.5;0.0
222.0;16.428571428571427;0.5;0.0
228.0;22.5;1.5;0.0
234.0;33.92857142857143;1.5;0.0
240.0;24.642857142857142;2.0;0.0
246.0;29.642857142857142;1.5;0.0
252.0;18.571428571428573;0.5;0.0
258.0;25.714285714285715;1.25;0.0
264.0;27.678571428571427;2.25;0.0
270.0;27.5;1.25;0.0
276.0;22.142857142857142;2.25;0.0
282.0;18.571428571428573;0.5;0.0
288.0;21.428571428571427;2.5;0.0
294.0;38.214285714285715;3.5;0.0
300.0;49.285714285714285;0.5;0.0
306.0;32.5;0.5;0.0
312.0;31.071428571428573;1.0;0.0
318.0;36.07142857142857;2.25;0.0
324.0;38.392857142857146;1.5;0.0
330.0;31.428571428571427;3.5;0.0
336.0;21.785714285714285;1.75;0.0
342.0;16.071428571428573;2.0;0.0
348.0;24.821428571428573;1.5;0.0
354.0;26.785714285714285;2.0;0.0
360.0;28.928571428571427;1.0;0.0
366.0;30.714285714285715;1.0;0.0
372.0;21.428571428571427;1.5;0.0
378.0;24.285714285714285;1.125;0.0
384.0;26.071428571428573;1.5;0.0
390.0;29.642857142857142;1.25;0.0
396.0;19.285714285714285;0.0;0.0
402.0;27.142857142857142;1.0;0.0
408.0;26.785714285714285;3.0;0.0
414.0;30.535714285714285;5.0;0.0
420.0;35.357142857142854;3.0;0.0
426.0;22.142857142857142;1.0;0.0
432.0;30.0;1.5;0.0
438.0;22.5;2.0;0.0
444.0;31.785714285714285;2.25;0.0
450.0;21.785714285714285;1.25;0.0
456.0;27.5;2.5;0.0
462.0;30.714285714285715;1.0;0.0
468.0;28.571428571428573;0.5;0.0
474.0;44.107142857142854;2.0;0.0
480.0;36.785714285714285;0.5;0.0
486.0;25.357142857142858;0.5;0.0
492.0;22.857142857142858;2.0;0.0
498.0;23.571428571428573;2.0;0.0
504.0;23.571428571428573;1.25;0.0
510.0;31.428571428571427;1.5;0.0
516.0;22.857142857142858;2.0;0.0
522.0;24.642857142857142;1.0;0.0
528.0;26.071428571428573;1.5;0.0
534.0;30.357142857142858;2.0;0.0
540.0;36.785714285714285;2.5;0.0
546.0;44.642857142857146;0.5;0.0
552.0;28.214285714285715;2.0;0.0
558.0;24.107142857142858;5.0;0.0
564.0;28.928571428571427;1.75;0.0
570.0;32.857142857142854;2.0;0.0
576.0;25.714285714285715;0.0;0.0
582.0;16.428571428571427;2.5;0.0
588.0;25.535714285714285;1.5;0.0
594.0;40.0;3.0;0.0
